,Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
2908,hp,100.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 3rd generation,2.5,notebook/laptop,779.2421706908917,447.94931867081044,windows,unknown,98.89,205.95,14.0,5.98
2909,dell,140.0,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",unit still nice condition,intel,intel core i7 4th generation,2.7,notebook/laptop,1920.0,1080.0,windows,ssd,8.0,205.95,14.0,8.0
2910,acer,52.0,gray,Touchscreen,Undefined,Undefined,undefined,intel,intel celeron n,2.48,notebook/laptop,1366.0,768.0,chrome,emmc,98.89,205.95,11.6,4.0
2912,dell,99.0,black,"Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude e7440 core i5-4310u 14"" laptop 256gb ssd 8gb ram windows 11 pro",intel,intel core i7 2nd generation,1.1861742242409754,notebook/laptop,1366.0,768.0,windows,ssd,256.0,256.0,14.0,8.0
2913,hp,170.0,silver,"Bluetooth, Wi-Fi, Backlit Keyboard, Built-in Microphone, Built-in Webcam, 10/100 LAN Card",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",a power adapter is included! device is in good condition with moderate wear. device will include some scuffing to the frame/body of the device as well as a few scratches. device is 100% functional.,amd,intel core i7 6th generation,2.6,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,256.0,256.0,15.6,8.0
2914,lenovo,313.5,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,14.0,5.98
2917,hp,174.0,blue,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron,1.1,notebook/laptop,1366.0,768.0,windows,emmc,64.0,64.0,11.6,4.0
2918,hp,415.0,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",in very good condition. item may have scratches on the cover but the screen is in excellent condition.,intel,intel core i7 8th generation,1.9,notebook/laptop,3000.0,2000.0,windows,ssd,1000.0,128.0,13.0,16.0
2919,dell,426.2,other,"Touchscreen,  10/100 LAN Card,  Bluetooth,  LTE,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98
2920,asus,380.0,other,"USB 3.2 Type-C (Gen 1),  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","free headphones, on-ear or in-ear (see pictures)! libreoffice and office 2007 included. choose your 2nd os: android, linux, or windows! super thin, super lightweight, super fast! new condition, ready to use out of the box! due to our selling complicated systems, we ship 3-5 business days after cleared payment (closed on weekends). international shipping to foreign countries is not free and is handled via the global shipping program.",intel,intel celeron dual core,2.8,notebook/laptop,1920.0,1080.0,linux,emmc,128.0,128.0,15.6,4.0
2921,dell,105.0,black,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 8th generation,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,14.0,8.0
2925,dell,125.0,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Rugged, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.6,notebook/laptop,1366.0,768.0,windows,ssd,256.0,256.0,12.5,16.0
2926,lenovo,419.0,blue,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 11th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,512.0,15.6,8.0
2927,dell,331.8,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
2928,acer,40.0,black,"Bluetooth, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,intel,intel celeron,2.16,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,5.98
2929,dell,100.0,black,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",it is very good condition,other,intel core 2 duo,2.8,notebook/laptop,1440.0,900.0,windows,other,160.0,205.95,14.0,3.0
2931,dell,670.0,gray,No specifications,Undefined,Undefined,undefined,other,intel core i7 12th generation,3.6,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,13.3,16.0
2932,hp,164.5,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
2933,hp,940.0,silver,Anti-Glare Screen,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",this laptop is fully operational and functions as intended. we are microsoft certified refurbishers and authorized re-sellers. pre-configured and ready to use with genuine windows 11.,intel,intel core i7 12th generation,3.5,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,2000.0,15.6,64.0
2937,lenovo,189.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",item is in good shape and may have after market parts install to ensure functionality. there is a small amount of wear on the unit due to use. this includes: scratches on the laptop and on the screen. includes power cord.,other,intel core i5-8250u,1.1861742242409754,other,779.2421706908917,447.94931867081044,windows,ssd,98.89,120.0,15.6,16.0
2938,dell,130.0,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","unit was tested and operated normally with no temperature abnormalities or identified battery life issues. after testing, unit was factory reset to a fresh install of windows 10 pro. no cracks, chips, or damage to screen or inside, but underside shows some light scratching and scuffing from previous shipment and handling. unit has a service tag from previous refurbishment. no charging cable included - uses a standard usb-c. will be packaged and shipped carefully same or next day by an experienced seller.",intel,intel core i5 7th generation,2.5,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,128.0,12.4,8.0
2939,dell,422.0,other,"Touchscreen,  10/100 LAN Card,  Bluetooth,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98
2941,hp,479.5,gray,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Touchscreen,  Wi-Fi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",no pen. it is factory certified refurb unit in hp sealed box. comes with 2 year allstate warranty (valid in usa only). pen not included.,intel,intel core i5 13th generation,4.6,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,8.0
2942,microsoft,70.0,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i3 4th generation,1.5,notebook/laptop,2160.0,1440.0,windows,emmc,64.0,64.0,12.0,4.0
2944,dell,458.8,black,No specifications,Undefined,Undefined,undefined,intel,intel core i7,4.7,notebook/laptop,1920.0,1080.0,unknown,unknown,512.0,512.0,15.6,16.0
2945,dell,347.8,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
2946,dell,467.0,other,"SIM slots,  Touchscreen,  Touch ID,  Bluetooth,  Webcam integrated,  Wi-Fi,  Player SD",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,960.0,10.8,5.98
2947,dell,382.8,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
2950,microsoft,1047.0,other,"Backlit Keyboard, Webcam integrated, Wi-Fi, Bluetooth",Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel core i7 7th generation,3.0,notebook/laptop,2256.0,1504.0,windows,ssd,98.89,256.0,13.5,5.98
2952,dell,331.8,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
2956,dell,281.8,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
2961,microsoft,1047.0,other,"Backlit Keyboard,  Webcam integrated,  Wi-Fi,  Bluetooth",Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel core i7 7th generation,3.0,notebook/laptop,2256.0,1504.0,windows,ssd,98.89,256.0,13.5,5.98
2964,acer,27.1,other,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel pentium,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,14.0,5.98
2966,lenovo,466.0,other,"Webcam integrated,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 7th generation,2.4,notebook/laptop,1280.0,720.0,windows,ssd,98.89,480.0,13.0,5.98
2967,dell,355.2,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
2969,dell,226.2,black,"Built-in Microphone, Built-in Webcam, WIFI, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,core i5 6300u 2.40ghz,2.4,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,12.5,5.98
2973,hp,120.0,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,15.6,5.98
2977,hp,90.0,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,15.6,5.98
2982,dell,355.2,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
2983,dell,375.0,other,"10/100 LAN Card, Wi-Fi, SD Card Reader, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
2984,lenovo,419.2,other,"Webcam integrated,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 7th generation,2.4,notebook/laptop,1280.0,720.0,windows,ssd,98.89,120.0,13.0,5.98
2986,lg,92.06,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
2990,hp,139.0,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","these units are professionally refurbished, excellent condition comes with the hp charger, might have light scratches. you get what you see in the pictures. 90 days warranty.",intel,intel celeron,2.16,notebook/laptop,1366.0,768.0,chrome,ssd,98.89,16.0,14.0,4.0
2992,dell,484.0,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,2000.0,14.0,5.98
2996,asus,1500.0,black,"Bluetooth, Wi-Fi, Backlit Keyboard",Undefined,Undefined,undefined,nvidia,intel core i7 10th generation,2.3,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,1000.0,15.6,32.0
2997,dell,234.1,other,"Backlit Keyboard, Built-in Webcam",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","this is a used item in average condition with cosmetic signs of use, shiny keys and trackpad, marks on the lid and on the edges. please see pictures for details. comes with a generic charger .",intel,intel core i7 5th generation,2.6,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,256.0,12.5,8.0
2999,dell,160.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 2nd generation,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,hdd/ssd,8.0,205.95,14.0,8.0
3003,lenovo,297.5,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,14.0,5.98
3005,asus,164.5,silver,"Bluetooth, Built-in Webcam, Built-in Microphone, Wi-Fi, Rugged",Undefined,Undefined,undefined,intel,intel celeron n,1.1,notebook/laptop,1920.0,1080.0,chrome,emmc,64.0,64.0,14.0,64.0
3006,hp,90.0,silver,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,i5-7200u,2.5,notebook/laptop,2736.0,1824.0,windows,ssd,128.0,128.0,12.3,8.0
3007,auo,69.94,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
3009,hp,120.0,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,15.6,5.98
3018,lenovo,65.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 6th generation,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,8.0,205.95,14.0,8.0
3021,dell,370.2,black,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
3025,dell,312.8,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
3028,dell,375.0,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
3029,acer,38.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","wiped and reset to factory settings - ready to use! charger included. fair condition with scratches, dings, sticker residue, and light to moderate interior wear.",other,intel celeron,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,11.6,5.98
3030,samsung,69.25,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
3034,lenovo,999.5,black,Webcam integrated,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 ​​12th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,205.95,15.6,5.98
3039,auo,117.0,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
3040,samsung,50.0,silver,No specifications,Undefined,Undefined,undefined,intel,intel celeron n,1.1,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,32.0,14.0,4.0
3041,dell,584.5,other,"Webcam integrated,  Wi-Fi,  Player SD,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel core i5 4th generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,15.6,5.98
3042,dell,297.8,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
3045,lg,73.44,other,No specifications,Undefined,Undefined,undefined,other,undefined,1.1861742242409754,other,1366.0,768.0,unknown,unknown,98.89,205.95,15.6,5.98
3046,dell,165.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core 2 duo,2.0,notebook/laptop,779.2421706908917,447.94931867081044,windows,hdd/ssd,80.0,205.95,14.1,3.0
3048,dell,276.2,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
3055,dell,584.5,other,"Webcam integrated, Wi-Fi, Player SD, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel core i5 4th generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,15.6,5.98
3061,microsoft,1047.0,other,"Backlit Keyboard, Webcam integrated, Wi-Fi, Bluetooth",Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel core i7 8th generation,3.0,notebook/laptop,2256.0,1504.0,windows,ssd,98.89,256.0,13.5,5.98
3062,dell,254.8,black,"Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units are fully functional and have all necessary accessories including a new operating system.,intel,8365u,1.6,other,1366.0,768.0,windows,unknown,98.89,512.0,14.0,16.0
3064,dell,149.0,other,Built-in Webcam,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the system has been professionally refurbished and tested. covered by our 90-day warranty. might have some scratches, blemishes, and/or small dents from normal use. note that a stock photo may be used.",other,intel core i5 6th generation,2.4,other,779.2421706908917,447.94931867081044,unknown,ssd,256.0,256.0,14.0,5.98
3067,lenovo,446.8,other,"Touch ID, 10/100 LAN Card, Bluetooth, Double battery, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,notebook/laptop,1280.0,720.0,windows,ssd,98.89,120.0,12.5,5.98
3068,lenovo,324.2,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,14.0,5.98
3077,auo,70.4,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
3081,microsoft,1302.0,other,"Backlit Keyboard, Webcam integrated, Wi-Fi, Bluetooth",Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel core i7 10th generation,3.0,notebook/laptop,2256.0,1504.0,windows,ssd,98.89,120.0,13.5,5.98
3082,dell,442.8,other,"Touchscreen, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98
